,Date Created,Content,User
11,2020-10-30 16:12:00+00:00,"Folks, deadlines to vote early in-person are arriving across the country. Don’t wait until November 3rd to cast your ballot — head to https://t.co/eoxT07d7QB to find all the information you need to vote today. https://t.co/3YmUK1Mggr",JoeBiden
12,2020-10-30 15:10:00+00:00,"They say never read the comments –– well, I did anyway. https://t.co/f6WagAxkNb",JoeBiden
13,2020-10-30 13:29:27+00:00,"4 days to prevent another 4 years.

Vote: https://t.co/eoxT07d7QB",JoeBiden
14,2020-10-30 01:15:00+00:00,"This storm will pass, and a new day will come. https://t.co/PewrMRuRXx",JoeBiden
15,2020-10-30 00:10:00+00:00,"Now more than ever, we need a president who will choose compassion over cruelty.",JoeBiden
16,2020-10-29 23:42:00+00:00,This election is about so much more than policy. The character of our country is on the ballot. And @KamalaHarris and I will work every day to bring this country back together — fighting as hard for those who don’t support us as those who do. https://t.co/IIhhcxDeL2,JoeBiden
17,2020-10-29 23:00:06+00:00,"Here’s the bottom line: When we vote, things get better. Tune in as we hold a get out the vote rally in Tampa Bay, Florida. https://t.co/rJ2nbiDlOE",JoeBiden
18,2020-10-29 22:31:00+00:00,"You have my word: if I have the honor of serving as your president, I will do everything in my power to defeat COVID-19.

Here’s my plan to get it done: https://t.co/zUWDfi0yQ8",JoeBiden
19,2020-10-29 21:55:00+00:00,"Enough of the lies.

Vote him out: https://t.co/eoxT07uII9 https://t.co/iTdiPVy8FA",JoeBiden
20,2020-10-29 21:26:43+00:00,"The future of our country is on the ballot — and you get to decide what it looks like.

Vote: https://t.co/eoxT07d7QB",JoeBiden
21,2020-10-29 20:45:00+00:00,"Christen — tell your grandmother I’m incredibly grateful to have her support, and thank you for helping her cast her ballot. https://t.co/zRKbAPvqgF",JoeBiden
22,2020-10-29 20:25:00+00:00,".@KamalaHarris y yo no solo reconstruiremos las cosas como eran antes de estas crisis, sino que reconstruiremos un mejor país que antes, para crear una nueva economía estadounidense. Mira la explicación de mi amigo @JulianCastro. https://t.co/11usNr3tfv",JoeBiden
23,2020-10-29 20:00:00+00:00,Donald Trump is on track to become the worst jobs president in modern American history. https://t.co/gmjwbHeuOS,JoeBiden
24,2020-10-29 19:45:00+00:00,"Las latinas son el corazón de nuestras comunidades y hoy en el Día de la equidad salarial de la mujer latina, reconocemos el hecho de que solo ganan 54 centavos por cada dólar que gana un hombre blanco.

Mi administración luchará para asegurar la igualdad salarial que se merecen.",JoeBiden
25,2020-10-29 19:25:00+00:00,Jill and I are keeping the French people in our prayers following the horrific terror attack in Nice — which targeted innocents in a house of worship. A Biden-Harris administration will work with our allies and partners to prevent extremist violence in all forms.,JoeBiden
26,2020-10-29 19:00:00+00:00,"My Catholic faith drilled into me a core truth — that every person on earth is equal in rights and dignity. As president, these are the principles that will shape all that I do, and my faith will continue to serve as my anchor, as it has my entire life. https://t.co/DRsQ2cA9m1",JoeBiden
27,2020-10-29 18:16:53+00:00,"We’re just five days from Election Day –– and everything is on the line. Tune in as we get out the vote in Broward County, Florida. https://t.co/VgqrLETyZC",JoeBiden
28,2020-10-29 17:15:00+00:00,"I join Israelis in honoring Prime Minister Yitzhak Rabin z""l, 25 years after his assassination. He led a life of service to his country and its security — and bravely gave his life pursuing peace. I was honored to call him a friend.",JoeBiden
29,2020-10-29 16:58:00+00:00,"Latinas are the heart of our communities — and on Latina Equal Pay Day, we call attention to the fact that they earn only 54 cents for every dollar a white man makes.

A Biden-Harris Administration will build back better for Latinas by taking overdue action to ensure equal pay.",JoeBiden
30,2020-10-29 16:01:00+00:00,.@KamalaHarris and I won't just build back to the way things were before these crises — we're going to build back better and create a new American economy. Watch as my friend @JulianCastro explains. https://t.co/AdGKICs6Tf,JoeBiden
31,2020-10-29 15:01:00+00:00,5 days. Let’s bring this home.,JoeBiden
32,2020-10-29 14:39:02+00:00,"Success in a Biden-Harris Administration will not be measured just by the stock market or GDP growth, but by the extent to which growth is raising the pay, dignity, and economic security of our working families—especially those who have been left behind. https://t.co/HQZ8UbUb3f",JoeBiden
33,2020-10-29 14:39:02+00:00,"GDP rose last quarter, but visits to food banks haven’t slowed, and poverty has grown. We’re on track for the worst economic downturn in over 70 years, and Donald Trump is on track to be the first president since Herbert Hoover to leave office with less jobs than when he came in.",JoeBiden
34,2020-10-29 13:34:00+00:00,"""History says, don't hope
On this side of the grave.
But then, once in a lifetime
The longed-for tidal wave
Of justice can rise up,
And hope and history rhyme.""
- Seamus Heaney https://t.co/7nB1ytYlvm",JoeBiden
35,2020-10-29 01:40:00+00:00,"The election is underway across the country, and we need your help to spread the word on social media. Sign up to help, and let’s win this thing: https://t.co/Yys11DiWVm",JoeBiden
36,2020-10-29 01:20:00+00:00,"Folks, if you haven’t returned your absentee ballot yet, it’s important you do so as soon as possible.

Head to https://t.co/eoxT07d7QB to learn more about how to return your ballot.",JoeBiden
37,2020-10-29 01:00:00+00:00,"The stakes in this election couldn’t be higher — and with just six days left, we can’t let up.

Chip in to help us get the job done on Tuesday: https://t.co/5xqcSEyaYf",JoeBiden
38,2020-10-29 00:15:00+00:00,"I believe in science.

Donald Trump doesn't.

It's that simple, folks.",JoeBiden
39,2020-10-28 23:52:00+00:00,The future of our planet is on the ballot. https://t.co/fWtwYOmycR,JoeBiden
40,2020-10-28 22:54:42+00:00,"We have just six more days left in this election — and the American people have the power in their hands to put our country on a vastly different path.

Make your plan to vote today: https://t.co/uoiVh9ZqzI",JoeBiden
41,2020-10-28 22:15:00+00:00,"It’s not political.

It’s patriotic.

Wear a mask. Period.",JoeBiden
42,2020-10-28 21:26:00+00:00,"You can't make this up: Yesterday, the White House science office put out a statement listing ""ending the COVID-19 pandemic"" as the top accomplishment of President Trump's first term. 
https://t.co/46VkWJE0GN",JoeBiden
43,2020-10-28 20:47:00+00:00,"Melanie, thank you for sharing your story and for the sacrifices you've made to keep us all safe. They are not in vain.

On Tuesday, we need to vote out Donald Trump and treat the climate crisis like the existential threat it is. https://t.co/dCKIBGlmoo",JoeBiden
44,2020-10-28 19:40:00+00:00,We voted. https://t.co/LjaPBB69wC,JoeBiden
45,2020-10-28 19:20:00+00:00,"Today we celebrate the 80th anniversary of Oxi Day. Greeks inspired the free world when they resisted Mussolini’s invading army — and that courageous spirit lives on today, reminding us we too must stand up and do our part to safeguard our democracy.",JoeBiden
46,2020-10-28 18:40:00+00:00,It’s hard to believe it’s been a year since we lost my friend Senator Kay Hagan. Kay was a relentless champion for North Carolina and a fierce defender of its citizens. May her legacy continue to inspire a new generation of leaders to follow in her steps. https://t.co/hl9Pi3Y2fi,JoeBiden
47,2020-10-28 18:00:02+00:00,"Thank you for your support, @HamillHimself. May the force be with us this election season. https://t.co/GlgnKz8q96",JoeBiden
48,2020-10-28 17:40:00+00:00,"As president, I'll build on Obamacare to ensure every single American has access to quality, affordable health care.

Here's how: https://t.co/34NCSYhO2C",JoeBiden
49,2020-10-28 17:10:00+00:00,It’s simple: Donald Trump thinks health care is a privilege. I think it is your right.,JoeBiden
50,2020-10-28 16:37:23+00:00,"Under Donald Trump’s leadership, we have become weaker and sicker. Tune in as I discuss how I’ll get this virus under control and ensure every American has access to quality, affordable health care. https://t.co/vm1d4F0oig",JoeBiden
51,2020-10-28 15:30:00+00:00,"We are the United States of America. We can beat this virus.

There is no challenge we cannot meet, no enemy we cannot face, no threat we cannot conquer when we stand together.",JoeBiden
52,2020-10-28 15:03:50+00:00,"6 days.

Return your ballot now: https://t.co/eoxT07d7QB",JoeBiden
53,2020-10-28 14:22:38+00:00,"America is at a crossroads.

We can choose four more years of Donald Trump's chaos and division. Or we can choose a different path — one of hope and light.

The decision is in your hands. Vote: https://t.co/eoxT07d7QB",JoeBiden
54,2020-10-28 01:01:00+00:00,"Two years ago, a white supremacist entered Pittsburgh’s Tree of Life Synagogue and perpetrated the deadliest anti-Semitic attack in American history. May the memories of those we lost be a blessing — and may we never stop fighting the scourges of anti-Semitism and gun violence.",JoeBiden
55,2020-10-28 00:40:00+00:00,"Folks, we're just one week from Election Day, and we can't get complacent. Our campaign is working to reach voters across the country until the very last ballot is cast. We can't afford to fall short. 

If you're able, please chip in now: https://t.co/mrWBoH7HdG",JoeBiden
56,2020-10-28 00:20:28+00:00,"Health care is on the line.
Workers' rights are on the line.
Civil rights are on the line.
Women's rights are on the line.
LGBTQ+ rights are on the line.
Immigrant rights are on the line.

Don't sit this one out. Head to https://t.co/uoiVh9ZqzI and make your plan to vote today.",JoeBiden
57,2020-10-28 00:00:00+00:00,"From the moment I announced I was running for president, my goal has been to unite and heal this nation.

We must come together. https://t.co/L3S5J5bQvM",JoeBiden
58,2020-10-27 23:30:00+00:00,"If you give me the honor of serving as your president, I won't waste any time getting this virus under control and building our nation back better. https://t.co/ZF5fvIQfSR",JoeBiden
59,2020-10-27 22:55:00+00:00,"America's history is the story of ""We the People.""

Of all of us — together. https://t.co/UFAZZnwORf",JoeBiden
60,2020-10-27 22:25:00+00:00,"Our hearts are broken for the family of Walter Wallace Jr., and for all those suffering the emotional weight of learning about another Black life in America lost.

Walter’s life mattered. https://t.co/mGki28Cpyr",JoeBiden
61,2020-10-27 20:35:23+00:00,"It’s go-time, folks. We’re just one week away from the most important election of our lifetimes. Tune in as we get out the vote in Atlanta, Georgia. https://t.co/bJWjyR8JC1",JoeBiden
62,2020-10-27 19:40:00+00:00,"The names of George Floyd and Breonna Taylor and Jacob Blake will not soon be forgotten.

Not by me. Not by us. Not by this country.

They’re going to inspire a new wave of justice in America.",JoeBiden
63,2020-10-27 19:20:00+00:00,I know this country. I know our people. And I know we can unite and heal this nation.,JoeBiden
64,2020-10-27 18:58:28+00:00,"I believe this election is about who we are as a nation, what we believe — and maybe most importantly — who we want to be.

It's about our essence. It’s about what makes us Americans. It’s that fundamental.

Vote: https://t.co/eoxT07d7QB",JoeBiden
65,2020-10-27 17:43:54+00:00,"With one week left until Election Day, I'm delivering remarks in Warm Springs, Georgia, on how we can unite to address the crises facing our nation. Tune in. https://t.co/A5DxgXbbAB",JoeBiden
66,2020-10-27 17:16:00+00:00,Black lives matter. No president should be afraid to say it. https://t.co/636AQZ04lW,JoeBiden
67,2020-10-27 16:00:52+00:00,"With just one week until Election Day, @BarackObama is in Orlando, Florida, encouraging folks to vote early. Tune in. https://t.co/zpUXqNViri",JoeBiden
68,2020-10-27 15:32:00+00:00,"This is our opportunity to leave the dark, angry politics of the past four years behind us.

It's time to come together and unite the country.

It all begins with your vote: https://t.co/eoxT07uII9 https://t.co/CcGiwABcbj",JoeBiden
69,2020-10-27 14:25:00+00:00,"Home is where your values are set — where your view of the world begins to form, along with your place in it.

For me, that's Scranton, PA.

Pennsylvania: today is your last day to vote early in person. We've got to win this — let's bring it home.

Vote: https://t.co/eoxT07d7QB https://t.co/CSJugQxjBY",JoeBiden
70,2020-10-27 13:38:00+00:00,One week until Election Day. Don’t let up now.,JoeBiden
71,2020-10-27 03:53:00+00:00,Vote.,JoeBiden
72,2020-10-27 03:43:00+00:00,"The rushed and unprecedented confirmation of Amy Coney Barrett as Associate Justice to the Supreme Court, in the middle of an ongoing election, should be a stark reminder to every American that your vote matters. https://t.co/NwEi4jyMd1",JoeBiden
73,2020-10-26 22:40:00+00:00,"Folks, I'm amazed by what you all are doing to get out the vote. We can't let up — remember to vote early, and sign up to help this final weekend: https://t.co/pxPEuCMCkG https://t.co/s300qdVJ88",JoeBiden
74,2020-10-26 22:10:00+00:00,"I couldn't be more excited to have my friend @BarackObama hitting the campaign trail to talk about what's at stake in this election.

As he said in Philadelphia, we can't just imagine a better future — we have to fight for it and vote like never before: https://t.co/eoxT07d7QB https://t.co/vxQ9eE9k9k",JoeBiden
75,2020-10-26 21:16:00+00:00,We can’t let President Trump tear down Obamacare.,JoeBiden
76,2020-10-26 20:21:00+00:00,More than 60 million Americans have already voted. They deserve to have their voices heard on who replaces Justice Ginsburg.,JoeBiden
77,2020-10-26 19:40:00+00:00,"Don't wake up on November 4th wishing you had done more.

If you're able, chip in $8 to help secure a victory in 8 days: https://t.co/1EvFg66TYW",JoeBiden
78,2020-10-26 18:53:33+00:00,"Maine — there are only five days left to vote early in-person for @SaraGideon and Democrats up and down the ballot.

Sara has been a relentless champion for Mainers, and electing her is key to flipping the Senate — but we can’t do it without you.

Vote: https://t.co/qZghvTPJyp",JoeBiden
79,2020-10-26 18:00:00+00:00,"No president whose lies and failures have cost 225,000 American lives should keep his job. Period.",JoeBiden
80,2020-10-26 17:15:00+00:00,"It didn’t have to be this bad — and as @MichelleObama said, “Our commander in chief, sadly, has been missing in action.”

It’s unforgivable. https://t.co/RIWEck8d3m",JoeBiden
81,2020-10-26 16:00:02+00:00,"Character is on the ballot.

Vote: https://t.co/eoxT07d7QB https://t.co/PYq3FZTEia",JoeBiden
82,2020-10-26 15:00:02+00:00,"In 8 days, we’re going to take our democracy back.",JoeBiden
83,2020-10-26 14:50:00+00:00,Maryland –– today's the first day of early voting across the state. Head to https://t.co/7dn5jZ6sX8 to learn more. Cast your ballot today.,JoeBiden
84,2020-10-26 14:40:00+00:00,"If you live in Colorado, you must register today to receive a ballot in the mail. You can still same-day register in person before you vote early or on Election Day, but don't wait! Head to https://t.co/DRA021mNET to learn more.",JoeBiden
85,2020-10-26 14:30:01+00:00,"If you live in:

Montana
Washington

Today is your last day to register to vote. After today, you can still same-day register in person when you vote early or on Election Day. Head to https://t.co/eoxT07uII9 to learn more.",JoeBiden
86,2020-10-26 13:17:02+00:00,"This is the most important election of our lifetimes. Don't wait to make your voice heard.

Vote early today: https://t.co/eoxT07d7QB",JoeBiden
87,2020-10-26 00:02:39+00:00,"Folks, the I Will Vote concert is finally here. Tune in as an incredible lineup of stars comes together to get out the vote. https://t.co/dYEGfmgEqj",JoeBiden
88,2020-10-25 23:30:00+00:00,"It's clear Donald Trump will stop at nothing to tear down Obamacare.

We can't let him. https://t.co/ytaqBBd8DW",JoeBiden
89,2020-10-25 22:01:00+00:00,"Jacquelyn — I was honored to meet you in December, and I’m honored to have you on my team now. With the help of folks like you, we’re going to overcome the obstacles we face and restore decency in this country. https://t.co/zwtDfNswVY",JoeBiden
90,2020-10-25 21:30:00+00:00,"Thank you @iamwill and @IAMJHUD for this powerful video.

Hate has no place in the United States — and on November 3rd we will prove that. https://t.co/OiFuRpyCNS",JoeBiden
91,2020-10-25 20:35:00+00:00,"There is a real human toll to President Trump's failed leadership.

We can't forget that. https://t.co/03ajrVUQh1",JoeBiden
92,2020-10-25 20:12:00+00:00,President Trump and his administration may have quit on the American people — but I can promise you I never will. https://t.co/kQgFDSSrVu,JoeBiden
93,2020-10-25 19:39:00+00:00,"Folks, with just nine days until Election Day, your support is more important than ever.

Every dollar counts during this final stretch.

If you're able, please chip in today: https://t.co/zsgPxXrflF",JoeBiden
94,2020-10-25 18:07:00+00:00,.@BarackObama was a president our kids could look up to. https://t.co/oI592mg3xQ,JoeBiden
95,2020-10-25 17:30:00+00:00,"The fact is Secretary Betsy DeVos and President Trump don't care about our students or our teachers.

You deserve better. https://t.co/fMaCvYMu6u",JoeBiden
96,2020-10-25 16:28:00+00:00,The hard truth is it didn't have to be this bad. But Donald Trump's shortsighted actions weakened our ability to respond to a pandemic long before COVID-19 reached our shores. https://t.co/qTdtIQgmZU,JoeBiden
97,2020-10-25 16:00:00+00:00,"It’s voting season, folks. Watch as @StaceyAbrams breaks down the importance of your vote — and then head to https://t.co/eoxT07d7QB to make your voice heard today. https://t.co/C6sfg5oI9Y",JoeBiden
98,2020-10-25 15:22:27+00:00,"Your vote can change the course of history — don’t wait to cast it.

Vote early today: https://t.co/eoxT07d7QB",JoeBiden
99,2020-10-25 14:31:00+00:00,"After months of competing against each other in the primary, @EWarren, @PeteButtigieg, @CoryBooker, @JulianCastro, @AmyKlobuchar, and I know each other pretty well. Watch them break down the latest presidential debate: https://t.co/lCrIBEgQfk",JoeBiden
100,2020-10-25 13:52:00+00:00,9 days. Let’s go.,JoeBiden
101,2020-10-25 13:02:00+00:00,"Be like @BarackObama.

Vote early: https://t.co/uoiVh9HPb8 https://t.co/YA39ZGNoXk",JoeBiden
102,2020-10-25 00:47:00+00:00,"You deserve a president who will get up every single day and work to make your life better.

If you elect me, that’s exactly what I’ll do. https://t.co/afFAorq0KQ",JoeBiden
103,2020-10-25 00:07:00+00:00,"Folks, I've got some big news: We officially reached our goal of talking to 10 million voters on this #VoteEarlyDay.

But we're not done yet — we set a new goal of 15 million and can't reach it without you.

Sign up to help: https://t.co/u4eKL40TRy https://t.co/Y6mkN6Fl29",JoeBiden
104,2020-10-24 23:53:00+00:00,It’s become painfully clear that the only senior that Donald Trump cares about is Donald Trump. https://t.co/TGWsZHOvbV,JoeBiden
105,2020-10-24 22:59:00+00:00,"Folks, it’s go-time. There are just 10 days left until Election Day, and we need your help. 

Chip in $10 to help bring this across the finish line: https://t.co/4fWXlKUSRl",JoeBiden
106,2020-10-24 22:30:00+00:00,President Trump continues to prove just how unfit he is to lead our nation through a global pandemic.,JoeBiden
107,2020-10-24 22:00:00+00:00,"Imagine a day in the not too distant future when you can enjoy a dinner out with your friends, a night at the movies, or when you can celebrate your birthday, wedding, or graduation surrounded by your nearest and dearest.

We can get there — together. https://t.co/uVRpnIrirz",JoeBiden
108,2020-10-24 21:25:50+00:00,"Make your plan to vote early, folks. #VoteEarlyDay

https://t.co/uoiVh9ZqzI",JoeBiden
109,2020-10-24 20:38:54+00:00,".@DrBiden and I are in Luzerne County, Pennsylvania, to encourage folks to vote early. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan to vote. https://t.co/WJOAGpLNcM",JoeBiden
110,2020-10-24 19:15:00+00:00,"President Trump called India ""filthy.""

It's not how you talk about friends—and it's not how you solve global challenges like climate change.

@KamalaHarris and I deeply value our partnership—and will put respect back at the center of our foreign policy. https://t.co/TKcyZiNwY6",JoeBiden
111,2020-10-24 18:52:00+00:00,"Iowa — today is your last day to register to vote online or pre-register in person. 

After today, you can register when you vote early in-person or at the polls on Election Day.

Head to https://t.co/Ald791vRME to get registered.",JoeBiden
112,2020-10-24 18:35:00+00:00,"New York — you can vote early in-person starting today.

Be among the first in your state to make your voice heard in this year's election. https://t.co/3Fgni5jMab",JoeBiden
113,2020-10-24 18:00:01+00:00,Rick — thank you for sharing your talent with me. I was so blown away by your art that I asked my team to add it to our online store: https://t.co/dVYZJVceoq https://t.co/lh3keVBoSB,JoeBiden
114,2020-10-24 17:46:00+00:00,"Massachusetts — today is the last day to register to vote.

Head to https://t.co/5vTG2RzkDl and get registered before it’s too late.",JoeBiden
115,2020-10-24 17:33:00+00:00,"Folks, you don’t have to wait until November 3rd to cast your ballot. You can vote now in most states across the country.

Head to https://t.co/eoxT07uII9 and make your voice heard today. #VoteEarlyDay",JoeBiden
116,2020-10-24 16:36:00+00:00,"On Thursday, President Trump said we're ""rounding the turn"" when it comes to COVID-19.

On Friday, we set a new record for daily cases. 

We're paying the price for his failures every single day. https://t.co/j12Yv9uYOH",JoeBiden
117,2020-10-24 16:10:09+00:00,"Today marks the first-ever #VoteEarlyDay — and our campaign has set a big goal of talking to ten million people about voting early.

We can’t do it without you — sign up to help: https://t.co/u4eKL4ivg8",JoeBiden
118,2020-10-24 15:11:44+00:00,"With just ten days until Election Day, @DrBiden and I are in Bucks County, Pennsylvania, to encourage folks to vote early. Tune in. https://t.co/RwgAiyjFef",JoeBiden
119,2020-10-24 13:40:00+00:00,10 days.,JoeBiden
120,2020-10-24 13:07:00+00:00,Shamar –– thank you for your continued support and words of wisdom. I can’t wait to see what you accomplish. https://t.co/3wajKF1Aui,JoeBiden
121,2020-10-24 01:21:00+00:00,"Folks, tomorrow marks the first-ever #VoteEarlyDay.

Make your plan to vote early: https://t.co/uoiVh9ZqzI

And then sign up to help get people across the country to vote early as well: https://t.co/u4eKL4ivg8 https://t.co/58mbf1xhmP",JoeBiden
122,2020-10-23 23:59:00+00:00,Wearing a mask is not a political statement. https://t.co/HStwvMX95O,JoeBiden
123,2020-10-23 23:35:55+00:00,"More than 50 million Americans have already voted. We are making history.

Join us: https://t.co/eoxT07d7QB",JoeBiden
124,2020-10-23 21:47:00+00:00,"There is nothing more powerful than folks coming together and using their voices to inspire change. We're hosting a grassroots concert to get people to the polls across the country, and I hope you’ll join us.

Chip in any amount to reserve your spot: https://t.co/Di1AIiRjHa https://t.co/v5wd2lR1wO",JoeBiden
125,2020-10-23 20:40:00+00:00,"A slight change of tone from the president for one night doesn’t cover up the lies he told. It doesn’t change the fact that over 220,000 Americans have died from COVID-19 on his watch.

We can’t take another four years of Donald Trump’s failed leadership.",JoeBiden
126,2020-10-23 20:08:00+00:00,"64 years ago today, freedom-loving Hungarians revolted against communist rule. Their spirit inspired the Prague Spring, Poland's Solidarity movement, and the fall of the Berlin Wall. As president, I'll always stand in defense of democracy and freedom at home and around the world.",JoeBiden
127,2020-10-23 19:32:00+00:00,"After eight months of this pandemic, we finally found President Trump's plan to beat COVID-19. https://t.co/KO4g328Uvr",JoeBiden
128,2020-10-23 17:55:00+00:00,You deserve a president who tells you the truth. https://t.co/wz20ghT2fu,JoeBiden
129,2020-10-23 17:07:00+00:00,.@BarackObama is right: President Trump wants full credit for the economy he inherited and zero blame for the pandemic he ignored. https://t.co/tCD5UST32J,JoeBiden
130,2020-10-23 16:20:00+00:00,"The character of our country is on the ballot.

Last night’s debate showed once and for all that the choice is as clear as ever, and the stakes are as high as ever.

Vote: https://t.co/eoxT07d7QB https://t.co/8oyMQzR2iM",JoeBiden
131,2020-10-23 15:45:41+00:00,"Return your ballots, folks.

https://t.co/eoxT07d7QB",JoeBiden
132,2020-10-23 15:01:00+00:00,"Utah — today is the last day to register to vote online.

After today, you can register when you vote early in-person or at the polls on Election Day.

Head to https://t.co/Ukm319OHjo to get registered.",JoeBiden
133,2020-10-23 14:17:00+00:00,Nebraska –– It’s your last day to register to vote in-person. Head to https://t.co/K5rrtCjL7O to find all the information you need.,JoeBiden
134,2020-10-23 03:25:24+00:00,"Let’s go win this, folks.

https://t.co/eoxT07d7QB",JoeBiden
135,2020-10-23 03:00:00+00:00,"Folks, I just stepped off the debate stage, and I’ve never been more fired up and ready to win this election.

Now, I need your help — chip in to keep tonight’s momentum going through Election Day: https://t.co/9lrG3uFUIx",JoeBiden
136,2020-10-23 02:56:00+00:00,"I'm running as a proud Democrat, but I will govern as an American president. I will represent you — whether you vote for me or against me.",JoeBiden
137,2020-10-23 02:53:00+00:00,"Decency, honor, respect, treating people with dignity, making sure that everyone has an even chance.

I'm going to make sure you get that. You haven't been getting it the last four years. https://t.co/KhQIGGZHIH",JoeBiden
138,2020-10-23 02:45:00+00:00,Donald Trump is the most racist president in modern history. https://t.co/6GyKSbRoHA,JoeBiden
139,2020-10-23 02:41:00+00:00,"You know who I am. You know who Donald Trump is. 

The character of the country is on the ballot. https://t.co/LdiIAOhHLj",JoeBiden
140,2020-10-23 02:39:00+00:00,"There is institutional racism in America.

We have to give everyone a fair shot. https://t.co/rB8qzFT8rR",JoeBiden
141,2020-10-23 02:29:00+00:00,"Kids were ripped from their parents’ arms, and now they can't find their parents.

Those kids are alone. With nowhere to go.

It’s criminal. https://t.co/HsfQayx3ZV",JoeBiden
142,2020-10-23 02:22:00+00:00,Donald Trump has a dog whistle about as big as a foghorn.,JoeBiden
143,2020-10-23 02:19:00+00:00,"You know who I am. You know who he is.

The character of the country is on the ballot. Look at us closely.",JoeBiden
144,2020-10-23 02:12:20+00:00,"Equality and justice — the American creed. We have never lived up to it, but we’ve never stopped trying — until this President.",JoeBiden
145,2020-10-23 02:07:00+00:00,Call it Bidencare. https://t.co/Ng3Fvk4fpY,JoeBiden
146,2020-10-23 02:05:00+00:00,"This isn’t about Donald Trump’s family or my family. This is about your family.

Families across America are hurting — but that’s the last thing Donald Trump wants to talk about. https://t.co/qWMgnLHxKY",JoeBiden
147,2020-10-23 02:00:00+00:00,"All Donald Trump can see from Park Avenue is Wall Street.

He thinks the economy is doing well if the Dow Jones is doing well.

Believe it or not, Mr. President, most Americans don't live off the stock market.",JoeBiden
148,2020-10-23 01:58:50+00:00,He’s a confused guy. He doesn’t know who he’s running against. He’s running against Joe Biden.,JoeBiden
149,2020-10-23 01:54:00+00:00,"We’ve been waiting years for President Trump to reveal his grand plan for health care, and he still has nothing to show.

I’ve laid out exactly what I’ll do. Take a look: https://t.co/34NCSYhO2C",JoeBiden
150,2020-10-23 01:53:00+00:00,"I have released all of my tax returns. 22 years. Go look at them.

What is Donald Trump hiding? https://t.co/2TNt0z1QMw",JoeBiden
151,2020-10-23 01:47:00+00:00,"It’s not about his family or my family. It’s about your family.

If you’re a middle-class family right now, you’re hurting badly.",JoeBiden
152,2020-10-23 01:45:28+00:00,Malarkey!,JoeBiden
153,2020-10-23 01:42:00+00:00,I don’t see our country in terms of blue states and red states. We are the United States. https://t.co/7G5IXGA9fu,JoeBiden
154,2020-10-23 01:37:00+00:00,Donald Trump should release his tax returns or shut up about corruption.,JoeBiden
155,2020-10-23 01:28:00+00:00,I don’t look at this the way Donald Trump does — blue states or red states. They’re all the United States.,JoeBiden
156,2020-10-23 01:22:01+00:00,"I’m going to shut down the virus, not the country.",JoeBiden
157,2020-10-23 01:20:00+00:00,"Learning to live with it? Come on. People are dying with it, Mr. President.",JoeBiden
158,2020-10-23 00:28:00+00:00,Ready. https://t.co/RYbnSpEsKB,JoeBiden
159,2020-10-23 00:15:00+00:00,I need you in my corner tonight. Can you chip in before I take the debate stage and help power this campaign through the final 12 days? https://t.co/RAUkSHc6ce,JoeBiden
160,2020-10-22 23:30:00+00:00,"Folks, the final debate is here. Tune in at 9 PM ET as I go head-to-head with Donald Trump for the last time before Election Day.",JoeBiden
161,2020-10-22 22:50:00+00:00,"Donald Trump sees the world from Park Avenue.

I see it from where I came from: Scranton, Pennsylvania. 

It's why I'll fight every day as president to make this country work for the middle class — not the wealthy and well-connected.",JoeBiden
